"treatment","k","row_id","cate_log","cate_se_log","cate_lo_log","cate_hi_log","cate_pct"
"Background_Purple+Earring_No+Eyes_Bored",3,12,0.0474885172967214,0.149908369887024,-0.246331887681846,0.341308922275289,4.86341598972466
"Background_Purple+Earring_No+Eyes_Bored",3,20,0.0459040122465385,0.154800695698654,-0.257505351322823,0.3493133758159,4.69739094600561
"Background_Purple+Earring_No+Eyes_Bored",3,32,0.0495902155063143,0.141796415796603,-0.228330759455028,0.327511190467657,5.0840390036486
"Background_Purple+Earring_No+Eyes_Bored",3,40,0.0407896527988428,0.168520408571754,-0.289510348001795,0.37108965359948,4.16329779183078
"Background_Purple+Earring_No+Eyes_Bored",3,44,0.0498491843233351,0.149891469220671,-0.243938095349181,0.343636463995851,5.11125601694389
"Background_Purple+Earring_No+Eyes_Bored",3,61,0.0368025778616664,0.161847884997617,-0.280419276733663,0.354024432456996,3.74881774840212
"Background_Purple+Earring_No+Eyes_Bored",3,63,0.0477160590949926,0.161388202856417,-0.268604818503584,0.364036936693569,4.88727951484356
"Background_Purple+Earring_No+Eyes_Bored",3,78,0.0689731017147433,0.162360463396692,-0.249253406542773,0.38719960997226,7.14073897391563
"Background_Purple+Earring_No+Eyes_Bored",3,80,0.0401207482432962,0.163161223066651,-0.279675248967339,0.359916745453932,4.09364578528635
"Background_Purple+Earring_No+Eyes_Bored",3,87,0.0663642288512596,0.151533193302991,-0.230640830022602,0.363369287725122,6.86158670215717
"Background_Purple+Earring_No+Eyes_Bored",3,101,0.0489907588280468,0.16181543806028,-0.268167499770102,0.366149017426196,5.0210645518022
"Background_Purple+Earring_No+Eyes_Bored",3,104,0.0421156201770059,0.16256219939948,-0.276506290645976,0.360737530999987,4.30150653659833
"Background_Purple+Earring_No+Eyes_Bored",3,112,0.057074278104246,0.158087650663632,-0.252777517196474,0.366926073404965,5.87344482626448
"Background_Purple+Earring_No+Eyes_Bored",3,115,0.044350799391709,0.17098230073519,-0.290774510049263,0.379476108832681,4.53489983682802
"Background_Purple+Earring_No+Eyes_Bored",3,116,0.0410050338640158,0.15268467466307,-0.258256928475601,0.340266996203632,4.18573501005037
"Background_Purple+Earring_No+Eyes_Bored",3,120,0.0376169232855202,0.16248093981008,-0.280845718742236,0.356079565313276,3.83333953365934
"Background_Purple+Earring_No+Eyes_Bored",3,129,0.0578820039030645,0.161940357961376,-0.259521097701232,0.375285105507361,5.95899608538872
"Background_Purple+Earring_No+Eyes_Bored",3,131,0.0404688905297632,0.156126317120875,-0.265538691027152,0.346476472086679,4.12989149410261
"Background_Purple+Earring_No+Eyes_Bored",3,137,0.0544561426913569,0.163316546497737,-0.265644288444208,0.374556573826922,5.59661635642017
"Background_Purple+Earring_No+Eyes_Bored",3,147,0.0511867126675251,0.148875660040165,-0.240609581011198,0.342983006346248,5.25193936416888
"Background_Purple+Earring_No+Eyes_Bored",3,149,0.0489134158128262,0.17888500410764,-0.301701192238149,0.399528023863801,5.01294222011497
"Background_Purple+Earring_No+Eyes_Bored",3,168,0.0608836995785333,0.154498762071496,-0.2419338740816,0.363701273238666,6.27753057834928
"Background_Purple+Earring_No+Eyes_Bored",3,173,0.052254805403526,0.155616255575759,-0.252753055524961,0.357262666332013,5.36441825430332
"Background_Purple+Earring_No+Eyes_Bored",3,186,0.043871134249285,0.154847561717223,-0.259630086716471,0.347372355215041,4.48477011291124
"Background_Purple+Earring_No+Eyes_Bored",3,188,0.0468212444894337,0.172138708098665,-0.290570623383949,0.384213112362817,4.79346682393895
"Background_Purple+Earring_No+Eyes_Bored",3,190,0.056669722119446,0.149458586360359,-0.236269107146858,0.349608551385751,5.83062175327793
"Background_Purple+Earring_No+Eyes_Bored",3,191,0.0557527208145192,0.164126268805099,-0.265934766043476,0.377440207672514,5.73361941746058
"Background_Purple+Earring_No+Eyes_Bored",3,207,0.0553302622196331,0.147244376257032,-0.23326871524415,0.343929239683416,5.68896077504712
"Background_Purple+Earring_No+Eyes_Bored",3,210,0.0578913244339354,0.156984634026602,-0.249798558258205,0.365581207126076,5.95998368408526
"Background_Purple+Earring_No+Eyes_Bored",3,249,0.0474687024464226,0.154117791741309,-0.254602169366543,0.349539574259389,4.86133815742102
"Background_Purple+Earring_No+Eyes_Bored",3,257,0.0461341529880693,0.152802683370639,-0.253359106418382,0.345627412394521,4.72148885404311
"Background_Purple+Earring_No+Eyes_Bored",3,258,0.0419979934714413,0.154400599838755,-0.260627182212519,0.344623169155402,4.28923861553074
"Background_Purple+Earring_No+Eyes_Bored",3,264,0.0468209883621547,0.169006254389004,-0.284431270240293,0.378073246964603,4.79343998347685
"Background_Purple+Earring_No+Eyes_Bored",3,272,0.0558158793462872,0.155244616142467,-0.248463568292948,0.360095326985523,5.74029760851167
"Background_Purple+Earring_No+Eyes_Bored",3,279,0.0660422366875465,0.162634499427344,-0.252721382190048,0.384805855565141,6.82718364769135
"Background_Purple+Earring_No+Eyes_Bored",3,288,0.0460822537207914,0.154814235524013,-0.257353647906274,0.349518155347856,4.71605402653632
"Background_Purple+Earring_No+Eyes_Bored",3,291,0.0379252110291345,0.151334553311917,-0.258690513462223,0.334540935520492,3.8653550143527
"Background_Purple+Earring_No+Eyes_Bored",3,299,0.0353689211286109,0.159030631029785,-0.276331115689769,0.34706895794699,3.60018412754433
"Background_Purple+Earring_No+Eyes_Bored",3,310,0.0264585003608819,0.147143443130093,-0.2619426481741,0.314859648895864,2.68116340652162
"Background_Purple+Earring_No+Eyes_Bored",3,319,0.049661062036095,0.157183713037529,-0.258419015517462,0.357741139589652,5.0914841068741
"Background_Purple+Earring_No+Eyes_Bored",3,321,0.0489147877622135,0.160411068582906,-0.265490906660283,0.36332048218471,5.01308629265553
"Background_Purple+Earring_No+Eyes_Bored",3,324,0.0360187298745491,0.14472301289275,-0.247638375395241,0.319675835144339,3.6675263106714
"Background_Purple+Earring_No+Eyes_Bored",3,328,0.0529269801544466,0.150442159232575,-0.241939651941401,0.347793612250294,5.43526536405095
"Background_Purple+Earring_No+Eyes_Bored",3,336,0.0423275156154172,0.163054647497519,-0.27725959347972,0.361914624710554,4.32360989177025
"Background_Purple+Earring_No+Eyes_Bored",3,340,0.0511578019553651,0.162262001524327,-0.266875721032317,0.369191324943047,5.24889649963154
"Background_Purple+Earring_No+Eyes_Bored",3,347,0.0540789445861765,0.162191306770935,-0.263816016684856,0.371973905857209,5.55679302393202
"Background_Purple+Earring_No+Eyes_Bored",3,350,0.0458035183700273,0.155109249196761,-0.258210610055624,0.349817646795679,4.6868700279816
"Background_Purple+Earring_No+Eyes_Bored",3,351,0.058370170948782,0.166411619567894,-0.267796603404291,0.384536945301855,6.01073440291828
"Background_Purple+Earring_No+Eyes_Bored",3,359,0.0603987421277826,0.166178204357748,-0.265310538413404,0.38610802266897,6.22600299340093
"Background_Purple+Earring_No+Eyes_Bored",3,360,0.0391720282733772,0.145461559791038,-0.245932628917058,0.324276685463812,3.99493689573929
"Background_Purple+Earring_No+Eyes_Bored",3,364,0.0620848400187743,0.166890315225566,-0.265020177823334,0.389189857860883,6.40526151425533
"Background_Purple+Earring_No+Eyes_Bored",3,366,0.0646700757357624,0.158563975429224,-0.246115316105517,0.375455467577042,6.68070008020021
"Background_Purple+Earring_No+Eyes_Bored",3,377,0.0646431228951903,0.170666258984785,-0.269862744714988,0.399148990505369,6.67782477104786
"Background_Purple+Earring_No+Eyes_Bored",3,388,0.0524848101231873,0.147870332552261,-0.237341041679245,0.34231066192562,5.38865535500308
"Background_Purple+Earring_No+Eyes_Bored",3,406,0.0510845631840237,0.162515105347187,-0.267445043296462,0.369614169664509,5.24118848203319
"Background_Purple+Earring_No+Eyes_Bored",3,414,0.0521646840404113,0.160932704278809,-0.263263416346054,0.367592784426876,5.35492309717112
"Background_Purple+Earring_No+Eyes_Bored",3,443,0.053035027092817,0.171721053292095,-0.283538237359688,0.389608291545322,5.44665793712504
"Background_Purple+Earring_No+Eyes_Bored",3,451,0.0611505541348632,0.15208888997945,-0.236943670224859,0.359244778494585,6.30589500603966
"Background_Purple+Earring_No+Eyes_Bored",3,452,0.0446683901083224,0.147450309657788,-0.244334216820941,0.333670997037586,4.56810442303337
"Background_Purple+Earring_No+Eyes_Bored",3,456,0.0435256438521098,0.153651027298302,-0.257630369652562,0.344681657356782,4.448677863308
"Background_Purple+Earring_No+Eyes_Bored",3,467,0.0462594136059958,0.147468352264405,-0.242778556832239,0.33529738404423,4.73460715403318
"Background_Purple+Earring_No+Eyes_Bored",3,476,0.0548240137145165,0.169342767948161,-0.27708781146388,0.386735838892913,5.63546943774462
"Background_Purple+Earring_No+Eyes_Bored",3,483,0.0415432640552404,0.150677071823913,-0.253783796719629,0.33687032483011,4.24182601170888
"Background_Purple+Earring_No+Eyes_Bored",3,489,0.0510408929815189,0.164174380557383,-0.270740892910952,0.37282267887399,5.23659267837089
"Background_Purple+Earring_No+Eyes_Bored",3,490,0.0460201849891488,0.162325217016311,-0.272137240362821,0.364177610341118,4.70955463558684
"Background_Purple+Earring_No+Eyes_Bored",3,492,0.0593359045632058,0.159875620781969,-0.254020312169453,0.372692121295865,6.11316198353906
"Background_Purple+Earring_No+Eyes_Bored",3,493,0.0553920334800027,0.172135560838116,-0.281993665762705,0.392777732722711,5.69548951700358
"Background_Purple+Earring_No+Eyes_Bored",3,496,0.046734043972163,0.146543230717824,-0.240490688234772,0.333958776179098,4.78432917783485
"Background_Purple+Earring_No+Eyes_Bored",3,500,0.0508501044281049,0.159030021598132,-0.260848737904234,0.362548946760444,5.21651665628606
"Background_Purple+Earring_No+Eyes_Bored",3,501,0.0441208569857454,0.158948823409863,-0.267418836897587,0.355660550869078,4.51086559380411
"Background_Purple+Earring_No+Eyes_Bored",3,508,0.045119902048431,0.150954182059934,-0.25075029478904,0.340990098885902,4.61532883112468
"Background_Purple+Earring_No+Eyes_Bored",3,515,0.0476660721889869,0.15883187505359,-0.26364440291605,0.358976547294024,4.88203665529952
"Background_Purple+Earring_No+Eyes_Bored",3,518,0.0427050220127644,0.143652429401132,-0.238853739613455,0.324263783638984,4.3630001564694
"Background_Purple+Earring_No+Eyes_Bored",3,543,0.0654263530691678,0.170947140811083,-0.269630042920554,0.40048274905889,6.76141079157655
"Background_Purple+Earring_No+Eyes_Bored",3,550,0.0569623169023345,0.167195903784592,-0.270741654515465,0.384666288320134,5.86159177168475
"Background_Purple+Earring_No+Eyes_Bored",3,559,0.0377285733112349,0.157706137218228,-0.271375455636493,0.346832602258962,3.8449331758915
"Background_Purple+Earring_No+Eyes_Bored",3,565,0.0493806140144403,0.157645418436405,-0.259604406120914,0.358365634149795,5.06201554045729
"Background_Purple+Earring_No+Eyes_Bored",3,568,0.0448475441393035,0.151597632371181,-0.252283815308211,0.341978903586818,4.5868398986707
"Background_Purple+Earring_No+Eyes_Bored",3,569,0.050536842602151,0.158308887401488,-0.259748576704766,0.360822261909068,5.1835615002235
"Background_Purple+Earring_No+Eyes_Bored",3,571,0.0552344032193208,0.160440678460859,-0.259229326563962,0.369698133002604,5.67883002249283
"Background_Purple+Earring_No+Eyes_Bored",3,573,0.0489284692172127,0.161164782606378,-0.266954504691289,0.364811443125714,5.0145230342983
"Background_Purple+Earring_No+Eyes_Bored",3,580,0.0438409820268948,0.149563266537622,-0.249303020386844,0.336984984440634,4.48161971238243
