"treatment","k","row_id","cate_log","cate_se_log","cate_lo_log","cate_hi_log","cate_pct"
"Earring_No+Hat_Cowboy.Hat",2,1,-0.0247059792300104,0.0384759649269066,-0.100118870486747,0.0507069120267265,-2.44032844393227
"Earring_No+Hat_Cowboy.Hat",2,2,-0.0268857867057558,0.0433059697228992,-0.111765487362638,0.0579939139511267,-2.65275813329461
"Earring_No+Hat_Cowboy.Hat",2,3,-0.026865036633328,0.0426512319754228,-0.110461451305157,0.0567313780385007,-2.65073815001791
"Earring_No+Hat_Cowboy.Hat",2,4,-0.0255686401026974,0.0423494389326127,-0.108573540410618,0.0574362602052234,-2.52445306460953
"Earring_No+Hat_Cowboy.Hat",2,5,-0.0255228513487158,0.0404069342314089,-0.104720442442277,0.0536747397448456,-2.51998967858602
"Earring_No+Hat_Cowboy.Hat",2,6,-0.0254011902049295,0.0421362771924794,-0.107988293502189,0.05718591309233,-2.50812942758279
"Earring_No+Hat_Cowboy.Hat",2,8,-0.0270334116491042,0.0389605450007332,-0.103396079850541,0.0493292565523329,-2.66712795366225
"Earring_No+Hat_Cowboy.Hat",2,9,-0.0263956044527223,0.041932158492023,-0.108582635097087,0.0557914261916428,-2.60502854580712
"Earring_No+Hat_Cowboy.Hat",2,10,-0.0254091340701444,0.044579666572947,-0.11278528055312,0.0619670124128316,-2.50890388678606
"Earring_No+Hat_Cowboy.Hat",2,11,-0.02388741556481,0.0437807992576853,-0.109697782109873,0.0619229509802532,-2.36043694793061
"Earring_No+Hat_Cowboy.Hat",2,13,-0.0284954678459223,0.0437598163274143,-0.114264707847654,0.0572737721558098,-2.80933010329362
"Earring_No+Hat_Cowboy.Hat",2,14,-0.0242012072932459,0.0422907149299521,-0.107091008555952,0.0586885939694603,-2.39107062863528
"Earring_No+Hat_Cowboy.Hat",2,15,-0.0241250493038227,0.0383896403236802,-0.0993687443382358,0.0511186457305904,-2.3836366457496
"Earring_No+Hat_Cowboy.Hat",2,17,-0.0254551194614125,0.0387893708934614,-0.101482286412597,0.0505720474897719,-2.51338694990749
"Earring_No+Hat_Cowboy.Hat",2,18,-0.0275743762303793,0.0441665930206856,-0.114140898550923,0.0589921460901644,-2.7197673507247
"Earring_No+Hat_Cowboy.Hat",2,19,-0.0255022621804566,0.0414056846075792,-0.106657404011312,0.0556528796503986,-2.5179826255899
