bin,n,mean_cate_pct,sd_cate_pct,treatment,covariate
"(1.8,2.77]",842,-21.0705591941313,6.55061434264462,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.917,1.8]",832,-19.6344044000476,6.16026583831971,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"[0.149,0.917]",851,-16.8312881717168,5.79676353516013,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(2.77,3.71]",841,-21.2464067121713,6.67079228911739,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.00469,0.00827]",842,-19.3032107976517,6.51602226889645,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00827,0.0119]",840,-19.2186620044664,6.24563439579212,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0119,0.0182]",841,-20.0350478774756,6.47687464127796,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"[0.00188,0.00469]",842,-18.388599203274,6.5619801825122,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0182,0.0298]",841,-21.0723638412105,6.35325491628256,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0171,0.028]",841,-20.6393665059752,6.23449301972644,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0121,0.0171]",841,-21.156042528113,6.46207717852318,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00462,0.00856]",844,-19.1335842048906,6.27746678687443,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00856,0.0121]",838,-21.1156874172407,6.60049683144778,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"[0.00186,0.00462]",842,-15.983234249053,5.31152791465175,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0133,0.0192]",841,-20.8493633839787,6.6001666658406,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00911,0.0133]",840,-20.1970629235979,6.32150140682382,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"[0.00211,0.00478]",842,-18.1470051580222,6.65830779450436,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0192,0.0295]",841,-19.8274047110167,6.41668554062919,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00478,0.00911]",842,-18.9988600869099,6.11801370394611,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(-0.00464,0]",1041,-20.6632975643427,6.86263306934643,seller_N_1_total_value_high,`log_price_change_n-1`
"(0.655,4.4]",841,-20.6852814278397,6.14084805212457,seller_N_1_total_value_high,`log_price_change_n-1`
"(0,0.0881]",641,-19.5096780321463,6.39370269925585,seller_N_1_total_value_high,`log_price_change_n-1`
"(0.0881,0.655]",841,-20.2747666058516,6.36321878036388,seller_N_1_total_value_high,`log_price_change_n-1`
"[-4.27,-0.00464]",842,-16.6127275303151,5.59278881058255,seller_N_1_total_value_high,`log_price_change_n-1`
"(1.61,4]",806,6.31864793637149,5.05046804100454,buyer_N_total_value_high,log_price_1_sale
"(0.405,0.765]",824,7.67439429454713,5.27558336662708,buyer_N_total_value_high,log_price_1_sale
"(0.765,1.61]",872,7.83532369273953,5.2969897159051,buyer_N_total_value_high,log_price_1_sale
"[0.14,0.262]",912,6.45545514828473,4.91977724308659,buyer_N_total_value_high,log_price_1_sale
"(0.262,0.405]",792,6.77157882999179,5.07982482941653,buyer_N_total_value_high,log_price_1_sale
"(0.113,0.501]",841,8.22194027177379,4.89700764820443,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(1.39,3.05]",841,4.60344915585888,4.85324917058424,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(0.501,1.39]",841,6.37579802729209,5.06100032798211,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(0.00722,0.113]",833,8.59545720405071,4.84027308023491,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"[0,0.00722]",850,7.2837463806051,5.14439957058135,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(7.93,8.98]",842,6.49412005948232,5.22392325661685,buyer_N_total_value_high,log_sellern_total_value
"(7.07,7.93]",840,7.71892783525769,5.42793415777463,buyer_N_total_value_high,log_sellern_total_value
"(6.11,7.07]",842,7.61908506642132,5.50535296752119,buyer_N_total_value_high,log_sellern_total_value
"[4.65,6.11]",842,6.88554075990934,4.6696953909374,buyer_N_total_value_high,log_sellern_total_value
"(8.98,10.5]",840,6.35066131739204,4.78033491144619,buyer_N_total_value_high,log_sellern_total_value
"(1.34,2.51]",840,3.2959858196564,4.24010356108438,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"[0,0.0184]",842,9.06373961521158,4.61725794062173,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(0.0184,0.131]",842,9.57618718117465,4.64454214814102,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(0.131,0.482]",841,8.09125061657649,4.76435847028916,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(0.482,1.34]",841,5.03116611708785,4.47552372637534,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(7.68,8.64]",843,6.0762639917361,4.93474726060327,buyer_N_total_value_high,log_sellern_1_total_value
"(5.7,6.69]",841,8.7841903406141,5.52052702538794,buyer_N_total_value_high,log_sellern_1_total_value
"(6.69,7.68]",841,7.57947362453781,5.06066599683933,buyer_N_total_value_high,log_sellern_1_total_value
"[4.29,5.7]",842,6.33782712159234,4.90458546183847,buyer_N_total_value_high,log_sellern_1_total_value
"(8.64,10.2]",839,6.29179564716716,4.84757219656373,buyer_N_total_value_high,log_sellern_1_total_value
"(0.00755,0.0925]",841,8.59770698924002,4.67981178179048,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.382,1.1]",843,5.46427974918759,4.90046438492949,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"[0,0.00755]",842,8.74750689687545,5.08634242069434,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(1.1,2.32]",839,4.15907521345228,4.55945404976113,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.0925,0.382]",841,8.09450012640749,4.84619497402033,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"[0.0444,0.404]",842,2.41969823530797,4.51960230697892,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(1.09,1.86]",841,7.87585255604227,4.72698614283376,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(2.91,4.8]",841,8.94786536189433,4.19583418817716,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(1.86,2.91]",841,9.3158435825672,4.50253711256363,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(0.404,1.09]",841,6.51443732226787,4.63337880803413,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(3.38,4.74]",837,9.74458210352507,4.48913828427108,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(1.71,2.47]",846,6.91328025696475,4.65124189362522,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"[0.221,0.984]",847,3.52676013703944,3.94737174465931,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(2.47,3.38]",840,10.4490608635579,4.42239888821114,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(0.984,1.71]",836,4.46192780451748,4.29203564904666,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(3.71,5.06]",840,7.69917656690317,4.91283241814773,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(1.8,2.77]",842,7.69821416621296,5.08548027856725,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.917,1.8]",832,6.05383553089387,4.7118883548606,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"[0.149,0.917]",851,3.97099071742828,4.29890002678998,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(2.77,3.71]",841,9.6719262992808,4.93673967451173,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.00469,0.00827]",842,6.1409120376749,3.5827466494078,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00827,0.0119]",840,8.88077050503139,3.87825713622267,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0119,0.0182]",841,10.2095471655019,3.80571639710667,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"[0.00188,0.00469]",842,0.136550179120208,2.55891610305567,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0182,0.0298]",841,9.71188983011332,3.90596920780334,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0171,0.028]",841,9.18017978358828,4.31145258027684,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0121,0.0171]",841,9.23668209012974,4.58402424556193,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00462,0.00856]",844,5.99317658677779,4.45677496305736,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00856,0.0121]",838,8.55308987531442,4.72434974877681,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"[0.00186,0.00462]",842,2.12005669065262,3.80622378797184,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0133,0.0192]",841,8.62765997067364,4.78386969778355,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00911,0.0133]",840,8.09879248495438,4.6238263995511,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"[0.00211,0.00478]",842,4.99564174077951,5.66030071477246,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0192,0.0295]",841,8.10960505914919,4.84287255607565,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00478,0.00911]",842,5.24233135498964,4.61855770316544,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(-0.00464,0]",1041,10.2571815570647,4.74503789219271,buyer_N_total_value_high,`log_price_change_n-1`
"(0.655,4.4]",841,6.72716509544767,4.39279700208408,buyer_N_total_value_high,`log_price_change_n-1`
"(0,0.0881]",641,5.17568528607587,4.81815601916171,buyer_N_total_value_high,`log_price_change_n-1`
"(0.0881,0.655]",841,7.76770942466456,4.66952291189877,buyer_N_total_value_high,`log_price_change_n-1`
"[-4.27,-0.00464]",842,3.93571161922442,4.57046161197634,buyer_N_total_value_high,`log_price_change_n-1`
"(1.61,4]",806,-8.23396988693517,2.12428457169083,buyer_N_gaspaid_high,log_price_1_sale
"(0.405,0.765]",824,-9.01566978392314,2.12807097058355,buyer_N_gaspaid_high,log_price_1_sale
"(0.765,1.61]",872,-8.6733384212839,2.09349881028275,buyer_N_gaspaid_high,log_price_1_sale
"[0.14,0.262]",912,-9.24008367338115,2.0481980513105,buyer_N_gaspaid_high,log_price_1_sale
"(0.262,0.405]",792,-9.21209547893907,2.19602842268156,buyer_N_gaspaid_high,log_price_1_sale
"(5.24,6.21]",841,-8.95217155308332,2.06332972420088,buyer_N_gaspaid_high,log_buyern_total_value
"(7.22,8.44]",857,-8.89157103147555,2.17153528546521,buyer_N_gaspaid_high,log_buyern_total_value
"(8.44,10.1]",825,-8.75656105272156,2.2897822984508,buyer_N_gaspaid_high,log_buyern_total_value
"(6.21,7.22]",841,-8.99101796388679,2.23864701305751,buyer_N_gaspaid_high,log_buyern_total_value
"[3.86,5.24]",842,-8.80892759784279,1.96082384643056,buyer_N_gaspaid_high,log_buyern_total_value
"(0.113,0.501]",841,-9.17733527552949,2.14071166302368,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(1.39,3.05]",841,-8.10493900101115,2.08757193042005,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(0.501,1.39]",841,-8.57958802081398,2.11035501969111,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(0.00722,0.113]",833,-9.36158132112486,2.01528144501825,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"[0,0.00722]",850,-9.18065321300363,2.13010847697176,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(7.93,8.98]",842,-8.13515258937556,1.92537218611543,buyer_N_gaspaid_high,log_sellern_total_value
"(7.07,7.93]",840,-8.80567668431399,1.96627612098229,buyer_N_gaspaid_high,log_sellern_total_value
"(6.11,7.07]",842,-9.66416236486016,1.97370470606184,buyer_N_gaspaid_high,log_sellern_total_value
"[4.65,6.11]",842,-10.2140898945274,1.92216201637166,buyer_N_gaspaid_high,log_sellern_total_value
"(8.98,10.5]",840,-7.58038495969406,1.81248849834547,buyer_N_gaspaid_high,log_sellern_total_value
"(1.34,2.51]",840,-8.64050134539251,2.16045954997787,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"[0,0.0184]",842,-8.69486264442785,2.05445557080874,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.0184,0.131]",842,-8.95190920023789,2.02019996535393,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.131,0.482]",841,-9.20206406588103,2.23341412993556,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.482,1.34]",841,-8.91324585122607,2.22277191792499,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(7.68,8.64]",843,-8.39734165437888,2.04107951546418,buyer_N_gaspaid_high,log_sellern_1_total_value
"(5.7,6.69]",841,-9.58358641179464,2.29385536201404,buyer_N_gaspaid_high,log_sellern_1_total_value
"(6.69,7.68]",841,-9.10756100970926,2.1442558398661,buyer_N_gaspaid_high,log_sellern_1_total_value
"[4.29,5.7]",842,-8.91513062220805,2.10991460712459,buyer_N_gaspaid_high,log_sellern_1_total_value
"(8.64,10.2]",839,-8.3990759041716,1.89924361152499,buyer_N_gaspaid_high,log_sellern_1_total_value
"(0.00755,0.0925]",841,-9.7021293301858,2.06084570088816,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(0.382,1.1]",843,-7.9608384560038,1.85188720987346,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"[0,0.00755]",842,-10.1056420056682,2.02854211213354,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(1.1,2.32]",839,-7.80907829920664,1.82178910103884,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(0.0925,0.382]",841,-8.82322689265262,1.95189615338289,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(3.38,4.74]",837,-8.40084951147715,1.90888900495945,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"(1.71,2.47]",846,-9.15595440759438,2.27376050724282,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"[0.221,0.984]",847,-9.23818591626792,1.97048325788762,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"(2.47,3.38]",840,-8.65581449145761,2.19208257931176,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"(0.984,1.71]",836,-8.94557721266841,2.26016555439086,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"(3.71,5.06]",840,-8.50673675125824,1.9469126803053,buyer_N_gaspaid_high,log_sellern_1_avg_total_gaspaid
"(1.8,2.77]",842,-9.47412378359088,2.17001354869578,buyer_N_gaspaid_high,log_sellern_1_avg_total_gaspaid
"(0.917,1.8]",832,-8.82036758152619,2.12846352327706,buyer_N_gaspaid_high,log_sellern_1_avg_total_gaspaid
"[0.149,0.917]",851,-8.01821295936206,1.90571636053783,buyer_N_gaspaid_high,log_sellern_1_avg_total_gaspaid
